ip_address,total_requests,failed_requests,successful_requests,failure_ratio,unique_usernames,username_diversity,unique_endpoints,endpoint_concentration,unique_user_agents,user_agent_concentration,primary_user_agent,primary_endpoint,country,active_duration_seconds,requests_per_minute,timing_regularity,target_usernames,feat_failure_ratio,feat_username_diversity,feat_endpoint_concentration,feat_ua_concentration,feat_timing_regularity,feat_request_frequency
172.16.17.141,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,JP,1.0,60.0,0.5,james@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.156,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,IN,1.0,60.0,0.5,henry986@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.169,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,IN,1.0,60.0,0.5,nina@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.170,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/api/v1/auth/login,DE,1.0,60.0,0.5,felix@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.171,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/api/v1/auth/login,GB,1.0,60.0,0.5,daniel@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.177,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,GB,1.0,60.0,0.5,alice945@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.178,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,CA,1.0,60.0,0.5,henry@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.186,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,US,1.0,60.0,0.5,karen@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.188,2,0,2,0.0,2,1.0,1,1.0,2,0.5,Chrome-122,/api/v1/auth/login,US,4246.0,0.0283,0.5,marcus@cloudsec.org|priya002@corp.local,0.0,1.0,1.0,0.5,0.5,0.0068
172.16.17.20,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/api/v1/auth/login,FR,1.0,60.0,0.5,charlie@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.203,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,FR,1.0,60.0,0.5,zach@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.206,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/login,IN,1.0,60.0,0.5,ananya@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.207,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/api/v1/auth/login,IN,1.0,60.0,0.5,ursula@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.21,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/login,AU,1.0,60.0,0.5,alex@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.216,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,CA,1.0,60.0,0.5,sneha626@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.219,3,0,3,0.0,3,1.0,2,0.6667,3,0.3333,Safari-17,/login,AU,3308.0,0.0544,0.8029,sophia075@techhub.io|olivia@corp.local|felix@mailservice.net,0.0,1.0,0.6667,0.3333,0.8029,0.0129
172.16.17.220,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/login,US,1.0,60.0,0.5,henry109@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.221,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/api/v1/auth/login,IN,1.0,60.0,0.5,daniel@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.228,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/login,US,1.0,60.0,0.5,marcus518@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.24,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,US,1.0,60.0,0.5,robert@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.249,1,1,0,1.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/login,US,1.0,60.0,0.5,alex311@techhub.io,1.0,1.0,1.0,1.0,0.5,1.0
172.16.17.251,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/api/v1/auth/login,JP,1.0,60.0,0.5,david@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.252,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/api/v1/auth/login,DE,1.0,60.0,0.5,claire@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.29,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,IN,1.0,60.0,0.5,elena780@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.3,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,US,1.0,60.0,0.5,brian@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.33,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/api/v1/auth/login,US,1.0,60.0,0.5,karen@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.35,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,CA,1.0,60.0,0.5,zach@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.36,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,US,1.0,60.0,0.5,brian391@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.4,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-120,/login,US,1.0,60.0,0.5,sneha@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.49,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,CA,1.0,60.0,0.5,grace@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.57,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/login,FR,1.0,60.0,0.5,sophia@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.58,1,1,0,1.0,1,1.0,1,1.0,1,1.0,Firefox-123,/api/v1/auth/login,IN,1.0,60.0,0.5,frank@corp.local,1.0,1.0,1.0,1.0,0.5,1.0
172.16.17.6,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,US,1.0,60.0,0.5,rachel100@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.64,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/api/v1/auth/login,US,1.0,60.0,0.5,charlie@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.68,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,IN,1.0,60.0,0.5,frank@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.69,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/api/v1/auth/login,IN,1.0,60.0,0.5,priya@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.72,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-120,/login,DE,1.0,60.0,0.5,charlie837@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.73,2,0,2,0.0,2,1.0,1,1.0,2,0.5,Safari-17,/api/v1/auth/login,IN,5654.0,0.0212,0.5,brian664@mailservice.net|tarun@cloudsec.org,0.0,1.0,1.0,0.5,0.5,0.0051
172.16.17.8,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,US,1.0,60.0,0.5,xander@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.84,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/login,DE,1.0,60.0,0.5,isabella@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.17.96,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/login,GB,1.0,60.0,0.5,wendy238@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.18.10,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,US,1.0,60.0,0.5,daniel690@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.18.104,1,1,0,1.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/api/v1/auth/login,IN,1.0,60.0,0.5,nina@example.com,1.0,1.0,1.0,1.0,0.5,1.0
172.16.18.105,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,IN,1.0,60.0,0.5,james@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.18.113,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/login,US,1.0,60.0,0.5,ananya216@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.18.126,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/login,DE,1.0,60.0,0.5,victor487@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.18.130,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,AU,1.0,60.0,0.5,quinn@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.18.135,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/api/v1/auth/login,FR,1.0,60.0,0.5,george@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.18.150,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-120,/login,CA,1.0,60.0,0.5,deepak@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.18.16,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,US,1.0,60.0,0.5,olivia@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.18.163,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/login,US,1.0,60.0,0.5,kevin@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.18.168,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,DE,1.0,60.0,0.5,ursula136@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.18.18,2,0,2,0.0,2,1.0,2,0.5,2,0.5,Edge-122,/login,JP,9284.0,0.0129,0.5,felix@mailservice.net|peter@cloudsec.org,0.0,1.0,0.5,0.5,0.5,0.0031
172.16.18.183,2,0,2,0.0,2,1.0,1,1.0,2,0.5,Chrome-122,/login,US,2539.0,0.0473,0.5,priya415@techhub.io|sophia842@mailservice.net,0.0,1.0,1.0,0.5,0.5,0.0112
172.16.18.187,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,US,1.0,60.0,0.5,olivia231@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.18.192,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/login,IN,1.0,60.0,0.5,julia554@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.18.194,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,IN,1.0,60.0,0.5,bob@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.18.197,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,FR,1.0,60.0,0.5,sneha@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.18.198,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/login,IN,1.0,60.0,0.5,isabella@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.18.2,2,0,2,0.0,2,1.0,1,1.0,2,0.5,Edge-122,/api/v1/auth/login,DE,5179.0,0.0232,0.5,quinn@example.com|deepak@mailservice.net,0.0,1.0,1.0,0.5,0.5,0.0056
172.16.18.211,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/login,AU,1.0,60.0,0.5,karen792@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.18.23,1,1,0,1.0,1,1.0,1,1.0,1,1.0,Edge-122,/login,IN,1.0,60.0,0.5,felix323@mailservice.net,1.0,1.0,1.0,1.0,0.5,1.0
172.16.18.233,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/api/v1/auth/login,US,1.0,60.0,0.5,karen@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.18.234,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,IN,1.0,60.0,0.5,peter@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.18.252,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/login,CA,1.0,60.0,0.5,kevin@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.18.26,1,1,0,1.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,US,1.0,60.0,0.5,david@corp.local,1.0,1.0,1.0,1.0,0.5,1.0
172.16.18.29,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/login,DE,1.0,60.0,0.5,daniel@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.18.39,1,1,0,1.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,IN,1.0,60.0,0.5,david@mailservice.net,1.0,1.0,1.0,1.0,0.5,1.0
172.16.18.4,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,US,1.0,60.0,0.5,noah@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.18.73,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/api/v1/auth/login,US,1.0,60.0,0.5,claire510@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.18.76,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,IN,1.0,60.0,0.5,robert@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.18.8,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/login,US,1.0,60.0,0.5,olivia@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.18.94,2,0,2,0.0,2,1.0,2,0.5,2,0.5,Chrome-122,/api/v1/auth/login,CA,13840.0,0.0087,0.5,isabella179@cloudsec.org|thomas784@cloudsec.org,0.0,1.0,0.5,0.5,0.5,0.0021
172.16.19.105,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,US,1.0,60.0,0.5,brian@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.106,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,IN,1.0,60.0,0.5,claire@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.109,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/api/v1/auth/login,IN,1.0,60.0,0.5,emma731@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.111,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,US,1.0,60.0,0.5,paula491@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.115,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,AU,1.0,60.0,0.5,victor195@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.116,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/login,JP,1.0,60.0,0.5,kevin@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.120,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/api/v1/auth/login,CA,1.0,60.0,0.5,ananya386@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.122,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,JP,1.0,60.0,0.5,alex@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.126,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,IN,1.0,60.0,0.5,isabella@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.127,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/api/v1/auth/login,JP,1.0,60.0,0.5,daniel665@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.135,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,US,1.0,60.0,0.5,quinn595@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.144,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,US,1.0,60.0,0.5,ian@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.147,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/api/v1/auth/login,US,1.0,60.0,0.5,aravind164@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.160,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,GB,1.0,60.0,0.5,sophia@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.162,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/login,IN,1.0,60.0,0.5,olivia@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.163,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/api/v1/auth/login,FR,1.0,60.0,0.5,yasmin814@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.165,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,GB,1.0,60.0,0.5,elena@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.17,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,US,1.0,60.0,0.5,ian@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.172,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/login,US,1.0,60.0,0.5,yasmin@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.183,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/login,US,1.0,60.0,0.5,frank@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.185,2,1,1,0.5,2,1.0,2,0.5,2,0.5,Edge-122,/login,US,3210.0,0.0374,0.5,quinn@example.com|claire@corp.local,0.5,1.0,0.5,0.5,0.5,0.0089
172.16.19.187,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,JP,1.0,60.0,0.5,noah@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.194,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,US,1.0,60.0,0.5,brian@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.198,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,IN,1.0,60.0,0.5,alice@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.201,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,JP,1.0,60.0,0.5,david@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.205,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/login,GB,1.0,60.0,0.5,peter@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.208,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/login,US,1.0,60.0,0.5,ian@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.21,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/api/v1/auth/login,IN,1.0,60.0,0.5,brian089@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.212,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,US,1.0,60.0,0.5,daniel@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.215,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,CA,1.0,60.0,0.5,zach645@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.226,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,IN,1.0,60.0,0.5,sneha@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.228,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/api/v1/auth/login,IN,1.0,60.0,0.5,daniel@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.23,2,0,2,0.0,2,1.0,2,0.5,2,0.5,Safari-Mobile,/api/v1/auth/login,DE,4680.0,0.0256,0.5,aravind@corp.local|karen@techhub.io,0.0,1.0,0.5,0.5,0.5,0.0061
172.16.19.241,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,FR,1.0,60.0,0.5,hannah@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.243,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/api/v1/auth/login,GB,1.0,60.0,0.5,rachel653@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.25,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/api/v1/auth/login,US,1.0,60.0,0.5,sneha@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.254,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,GB,1.0,60.0,0.5,ananya033@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.30,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/api/v1/auth/login,US,1.0,60.0,0.5,robert634@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.31,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,AU,1.0,60.0,0.5,david@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.35,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/api/v1/auth/login,US,1.0,60.0,0.5,sam@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.39,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-120,/login,GB,1.0,60.0,0.5,olivia567@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.41,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,DE,1.0,60.0,0.5,david@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.43,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/login,US,1.0,60.0,0.5,marcus217@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.44,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/api/v1/auth/login,US,1.0,60.0,0.5,bob691@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.5,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Firefox-123,/api/v1/auth/login,CA,1.0,60.0,0.5,quinn@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.52,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,US,1.0,60.0,0.5,nina@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.53,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/login,AU,1.0,60.0,0.5,felix@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.56,2,0,2,0.0,2,1.0,1,1.0,2,0.5,Chrome-120,/login,FR,3898.0,0.0308,0.5,victor@example.com|james@mailservice.net,0.0,1.0,1.0,0.5,0.5,0.0074
172.16.19.57,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/login,US,1.0,60.0,0.5,elena@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.62,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/login,AU,1.0,60.0,0.5,james308@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.68,2,0,2,0.0,2,1.0,1,1.0,2,0.5,Chrome-122,/login,DE,8720.0,0.0138,0.5,ian743@cloudsec.org|grace@example.com,0.0,1.0,1.0,0.5,0.5,0.0033
172.16.19.69,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/login,US,1.0,60.0,0.5,ian@techhub.io,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.73,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/api/v1/auth/login,FR,1.0,60.0,0.5,alex525@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.74,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,US,1.0,60.0,0.5,brian@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.77,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,JP,1.0,60.0,0.5,oscar@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.82,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Edge-122,/login,CA,1.0,60.0,0.5,grace@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.87,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,US,1.0,60.0,0.5,ursula@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.88,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,DE,1.0,60.0,0.5,wendy@example.com,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.89,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,US,1.0,60.0,0.5,olivia@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.91,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-Mobile,/login,US,1.0,60.0,0.5,paula713@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.92,2,0,2,0.0,2,1.0,2,0.5,2,0.5,Edge-122,/login,FR,4493.0,0.0267,0.5,alex525@mailservice.net|rachel100@techhub.io,0.0,1.0,0.5,0.5,0.5,0.0064
172.16.19.93,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-120,/api/v1/auth/login,JP,1.0,60.0,0.5,elena@mailservice.net,0.0,1.0,1.0,1.0,0.5,1.0
172.16.19.99,2,1,1,0.5,2,1.0,1,1.0,2,0.5,Firefox-123,/api/v1/auth/login,DE,74.0,1.6216,0.5,claire046@mailservice.net|frank@mailservice.net,0.5,1.0,1.0,0.5,0.5,0.2344
172.16.2.107,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/api/v1/auth/login,US,1.0,60.0,0.5,noah@corp.local,0.0,1.0,1.0,1.0,0.5,1.0
172.16.2.116,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Safari-17,/login,DE,1.0,60.0,0.5,yasmin056@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
172.16.2.117,1,0,1,0.0,1,1.0,1,1.0,1,1.0,Chrome-122,/login,DE,1.0,60.0,0.5,oscar980@cloudsec.org,0.0,1.0,1.0,1.0,0.5,1.0
